UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temp_difference,torque-per-rpm
259,L47438,L,298.1,308.2,1482,37.9,17,0,0,0,0,0,0,10.099999999999966,0.025573549257759783
260,M15119,M,298.1,308.2,1420,63.9,19,1,0,0,1,0,0,10.099999999999966,0.045
261,M15120,M,298.2,308.3,1522,49.1,22,0,0,0,0,0,0,10.100000000000023,0.03226018396846255
262,L47441,L,298.1,308.2,1654,32.1,25,0,0,0,0,0,0,10.099999999999966,0.019407496977025394
263,M15122,M,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,10.099999999999966,0.01543778801843318
264,M15123,M,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,10.100000000000023,0.020352867044738498
265,L47444,L,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,10.099999999999966,0.0341726618705036
266,L47445,L,298.0,308.1,1454,37.1,35,0,0,0,0,0,0,10.100000000000023,0.025515818431911967
267,H29680,H,298.0,308.1,1440,43.7,37,0,0,0,0,0,0,10.100000000000023,0.030347222222222223
268,L47447,L,297.9,308.0,1954,21.1,42,0,0,0,0,0,0,10.100000000000023,0.010798362333674514
269,H29682,H,297.9,308.0,1800,24.8,44,0,0,0,0,0,0,10.100000000000023,0.013777777777777778
270,L47449,L,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,10.0,0.024278215223097113
271,H29684,H,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,10.0,0.02605263157894737
272,M15131,M,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,10.0,0.028099173553719006
273,L47452,L,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,10.0,0.027223719676549865
274,L47453,L,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,9.899999999999977,0.03225806451612903
275,L47454,L,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,9.899999999999977,0.01725181598062954
276,L47455,L,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,10.0,0.0390435403283369
277,M15136,M,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,9.899999999999977,0.0152
278,H29691,H,298.0,308.0,1479,50.7,70,0,0,0,0,0,0,10.0,0.03427991886409736
279,M15138,M,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,10.0,0.018148148148148146
280,L47459,L,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,10.100000000000023,0.012864211105002748
281,M15140,M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,10.0,0.030013736263736265
282,L47461,L,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,9.899999999999977,0.022447724477244774
283,M15142,M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,10.0,0.0358273381294964
284,L47463,L,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,10.0,0.029271613342409804
285,L47464,L,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,10.100000000000023,0.009361287176986836
286,L47465,L,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,10.100000000000023,0.02295918367346939
287,L47466,L,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,10.100000000000023,0.02089364380113279
288,L47467,L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,10.100000000000023,0.017506925207756232
289,H29702,H,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,10.199999999999989,0.030469314079422386
290,L47469,L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,10.299999999999955,0.03252089136490251
291,L47470,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,10.299999999999955,0.03171070931849791
292,L47471,L,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,10.300000000000011,0.028920570264765785
293,L47472,L,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,10.299999999999955,0.0301123595505618
294,H29707,H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,10.399999999999977,0.03218390804597701
295,M15154,M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,10.399999999999977,0.037244897959183676
296,M15155,M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,10.5,0.01789044289044289
297,L47476,L,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,10.5,0.033118279569892474
298,L47477,L,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,10.5,0.014769410391126678
299,H29712,H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,10.600000000000023,0.00878346641615782
300,M15159,M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,10.5,0.022718570516911295
301,L47480,L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,10.599999999999966,0.023612823674475952
302,L47481,L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,10.699999999999989,0.015574712643678162
303,H29716,H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,10.599999999999966,0.023214285714285715
304,M15163,M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,10.599999999999966,0.029411764705882353
305,L47484,L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,10.599999999999966,0.01583189407023604
306,L47485,L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,10.599999999999966,0.009018318459370596
307,L47486,L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,10.599999999999966,0.03427947598253275
308,M15167,M,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,10.599999999999966,0.02317922735908803
309,L47488,L,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,10.600000000000023,0.03616858237547893
310,M15169,M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,10.600000000000023,0.02815734989648033
311,H29724,H,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,10.600000000000023,0.027391874180865004
312,M15171,M,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,10.600000000000023,0.030350997935306264
313,L47492,L,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,10.700000000000045,0.02452316076294278
314,L47493,L,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,10.600000000000023,0.038690022848438685
315,M15174,M,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,10.600000000000023,0.040769230769230766
316,L47495,L,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,10.5,0.024665856622114218
317,L47496,L,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,10.599999999999966,0.019369894982497086
318,L47497,L,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,10.599999999999966,0.016854599406528187
319,L47498,L,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,10.599999999999966,0.02638888888888889
320,L47499,L,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,10.599999999999966,0.019913151364764268
321,H29734,H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,10.599999999999966,0.024645161290322584
322,L47501,L,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,10.599999999999966,0.021409749670619236
323,L47502,L,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,10.699999999999989,0.027624309392265192
324,L47503,L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,10.699999999999989,0.029660474055092888
325,M15184,M,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,10.699999999999989,0.028158602150537632
326,L47505,L,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,10.699999999999989,0.016362566215420836
327,L47506,L,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,10.800000000000011,0.027581612258494335
328,L47507,L,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,10.800000000000011,0.041296431172614716
329,H29742,H,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,10.799999999999955,0.018438050499119202
330,H29743,H,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,10.800000000000011,0.017383720930232556
331,M15190,M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,10.799999999999955,0.029971387696709584
332,M15191,M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,10.799999999999955,0.03731128684399712
333,M15192,M,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,10.699999999999989,0.026137841352405725
334,L47513,L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,10.699999999999989,0.019004250151791136
335,M15194,M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,10.600000000000023,0.030496936691626956
336,L47515,L,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,10.700000000000045,0.014808461978273298
337,M15196,M,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,10.599999999999966,0.010275689223057645
338,L47517,L,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,10.699999999999989,0.015901262916188288
339,L47518,L,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,10.699999999999989,0.024440179142674347
340,M15199,M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,10.699999999999989,0.018797431406888502
341,L47520,L,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,10.700000000000045,0.026729986431478968
342,M15201,M,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,10.800000000000011,0.02130718954248366
343,L47522,L,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,10.800000000000011,0.03161114887831407
344,L47523,L,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,10.800000000000011,0.03501440922190202
345,M15204,M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,10.699999999999989,0.005637254901960784
346,L47525,L,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,10.800000000000011,0.020757097791798105
347,M15206,M,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,10.800000000000011,0.03098012337217272
348,L47527,L,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,10.800000000000011,0.02642487046632124
349,L47528,L,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,10.699999999999989,0.01960420531849103
350,L47529,L,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,10.699999999999989,0.021504702194357364
351,H29764,H,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,10.699999999999989,0.03164285714285714
352,M15211,M,297.6,308.4,1611,31.0,48,0,0,0,0,0,0,10.799999999999955,0.019242706393544383
353,M15212,M,297.6,308.4,1507,46.0,51,0,0,0,0,0,0,10.799999999999955,0.030524220305242204
354,H29767,H,297.5,308.3,1674,30.0,54,0,0,0,0,0,0,10.800000000000011,0.017921146953405017
355,L47534,L,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,10.699999999999989,0.0206875753920386
356,L47535,L,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,10.699999999999989,0.02273567467652495
357,M15216,M,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,10.799999999999955,0.034978540772532186
358,L47537,L,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,10.799999999999955,0.022544495715227424
359,M15218,M,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,10.699999999999989,0.02501704158145876
360,M15219,M,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,10.699999999999989,0.02208040842373963
361,M15220,M,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,10.800000000000011,0.025115055884286655
362,L47541,L,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,10.800000000000011,0.023057644110275687
363,H29776,H,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,10.699999999999989,0.018841463414634146
364,L47543,L,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,10.699999999999989,0.03324061196105702
365,L47544,L,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,10.799999999999955,0.039232409381663114
366,L47545,L,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,10.799999999999955,0.04249815225424981
367,M15226,M,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,10.899999999999977,0.026353092783505155
368,M15227,M,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,10.799999999999955,0.024410452517527086
369,L47548,L,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,10.899999999999977,0.026527871054398924
370,H29783,H,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,10.899999999999977,0.022747321991178324
371,M15230,M,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,10.800000000000011,0.022934648581997535
372,L47551,L,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,10.899999999999977,0.023753117206982543
373,M15232,M,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,10.900000000000034,0.03679715302491103
374,L47553,L,297.4,308.3,1412,42.0,111,0,0,0,0,0,0,10.900000000000034,0.029745042492917848
375,L47554,L,297.4,308.3,1431,43.0,113,0,0,0,0,0,0,10.900000000000034,0.03004891684136967
376,L47555,L,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,10.800000000000011,0.024396607958251795
377,M15236,M,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,10.800000000000011,0.037044967880085655
378,M15237,M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,10.800000000000011,0.03785112359550562
379,L47558,L,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,10.899999999999977,0.016761687571265678
380,L47559,L,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,10.899999999999977,0.015279361459521095
381,L47560,L,297.5,308.3,2564,12.8,127,1,0,0,1,0,0,10.800000000000011,0.0049921996879875195
382,L47561,L,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,11.0,0.02613195342820181
383,L47562,L,297.5,308.5,1335,48.0,131,0,0,0,0,0,0,11.0,0.035955056179775284
384,M15243,M,297.5,308.6,1842,27.0,133,0,0,0,0,0,0,11.100000000000023,0.014657980456026058
385,L47564,L,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,11.0,0.015654205607476636
386,M15245,M,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,11.0,0.03210749646393211
387,L47566,L,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,11.099999999999966,0.03858984078847612
388,L47567,L,297.7,308.7,1249,60.4,143,0,0,0,0,0,0,11.0,0.048358686949559644
389,L47568,L,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,11.099999999999966,0.03312714776632303
390,M15249,M,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,11.099999999999966,0.03892045454545454
391,L47570,L,297.6,308.7,1460,46.7,150,0,0,0,0,0,0,11.099999999999966,0.03198630136986302
392,L47571,L,297.6,308.6,1491,38.1,152,0,0,0,0,0,0,11.0,0.025553319919517103
393,M15252,M,297.6,308.5,1490,43.4,154,0,0,0,0,0,0,10.899999999999977,0.029127516778523488
394,M15253,M,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,10.899999999999977,0.03866666666666667
395,L47574,L,297.5,308.4,1528,39.9,160,0,0,0,0,0,0,10.899999999999977,0.026112565445026176
396,L47575,L,297.4,308.3,1571,37.7,162,0,0,0,0,0,0,10.900000000000034,0.023997453851050288
397,L47576,L,297.4,308.3,1490,42.6,164,0,0,0,0,0,0,10.900000000000034,0.02859060402684564
398,M15257,M,297.4,308.3,1774,28.9,166,0,0,0,0,0,0,10.900000000000034,0.01629086809470124
399,H29812,H,297.4,308.3,1502,43.6,169,0,0,0,0,0,0,10.900000000000034,0.029027962716378163
400,L47579,L,297.4,308.4,1392,49.7,174,0,0,0,0,0,0,11.0,0.03570402298850575
401,L47580,L,297.4,308.5,2100,16.9,176,0,0,0,0,0,0,11.100000000000023,0.008047619047619047
402,L47581,L,297.5,308.5,1722,30.4,178,0,0,0,0,0,0,11.0,0.017653890824622532
403,L47582,L,297.4,308.6,1678,32.3,180,0,0,0,0,0,0,11.200000000000045,0.019249106078665076
404,L47583,L,297.3,308.6,1273,59.8,182,0,0,0,0,0,0,11.300000000000011,0.04697564807541241
405,L47584,L,297.3,308.6,1297,45.9,184,0,0,0,0,0,0,11.300000000000011,0.0353893600616808
406,L47585,L,297.3,308.5,1350,57.6,186,0,0,0,0,0,0,11.199999999999989,0.042666666666666665
407,L47586,L,297.4,308.6,1439,51.9,188,0,0,0,0,0,0,11.200000000000045,0.03606671299513551
408,M15267,M,297.4,308.5,1600,42.1,190,0,0,0,0,0,0,11.100000000000023,0.026312500000000003
409,M15268,M,297.4,308.6,1434,44.4,193,0,0,0,0,0,0,11.200000000000045,0.03096234309623431
410,L47589,L,297.4,308.6,1459,41.3,196,0,0,0,0,0,0,11.200000000000045,0.02830705962988348
411,M15270,M,297.5,308.6,1472,44.9,198,0,0,0,0,0,0,11.100000000000023,0.030502717391304345
412,L47591,L,297.5,308.7,1429,44.3,201,0,0,0,0,0,0,11.199999999999989,0.03100069979006298
413,L47592,L,297.5,308.6,1388,48.2,203,0,0,0,0,0,0,11.100000000000023,0.03472622478386168
414,L47593,L,297.4,308.4,1573,34.5,205,0,0,0,0,0,0,11.0,0.021932612841703752
415,L47594,L,297.4,308.4,1588,32.5,207,0,0,0,0,0,0,11.0,0.020465994962216624
416,L47595,L,297.5,308.4,1511,42.8,209,0,0,0,0,0,0,10.899999999999977,0.02832561217736598
417,L47596,L,297.4,308.5,1495,37.8,211,0,0,0,0,0,0,11.100000000000023,0.025284280936454847
418,L47597,L,297.4,308.4,1394,50.1,213,0,0,0,0,0,0,11.0,0.03593974175035868
419,L47598,L,297.4,308.4,2151,17.7,0,0,0,0,0,0,0,11.0,0.008228730822873082
420,M15279,M,297.3,308.3,1501,38.2,2,0,0,0,0,0,0,11.0,0.025449700199866757
421,M15280,M,297.3,308.3,1301,39.6,5,0,0,0,0,0,0,11.0,0.030438124519600308
422,M15281,M,297.3,308.3,1657,31.1,8,0,0,0,0,0,0,11.0,0.018768859384429692
423,L47602,L,297.3,308.3,1333,55.2,11,0,0,0,0,0,0,11.0,0.041410352588147036
424,L47603,L,297.3,308.3,1484,43.9,13,0,0,0,0,0,0,11.0,0.0295822102425876
425,L47604,L,297.3,308.4,1430,45.7,15,0,0,0,0,0,0,11.099999999999966,0.03195804195804196
426,M15285,M,297.3,308.4,1665,28.9,17,0,0,0,0,0,0,11.099999999999966,0.017357357357357356
427,L47606,L,297.4,308.5,1501,44.9,20,0,0,0,0,0,0,11.100000000000023,0.029913391072618253
428,M15287,M,297.5,308.5,1496,42.2,22,0,0,0,0,0,0,11.0,0.02820855614973262
429,M15288,M,297.6,308.6,1595,36.9,25,0,0,0,0,0,0,11.0,0.023134796238244514
430,L47609,L,297.5,308.6,1208,62.3,28,0,0,0,0,0,0,11.100000000000023,0.051572847682119206
431,L47610,L,297.5,308.6,1596,37.1,30,0,0,0,0,0,0,11.100000000000023,0.02324561403508772
432,L47611,L,297.5,308.5,1446,41.9,32,0,0,0,0,0,0,11.0,0.028976486860304285
433,M15292,M,297.6,308.5,1466,39.7,34,0,0,0,0,0,0,10.899999999999977,0.02708049113233288
434,M15293,M,297.6,308.5,1848,23.7,37,0,0,0,0,0,0,10.899999999999977,0.012824675324675324
435,M15294,M,297.5,308.5,1484,44.7,40,0,0,0,0,0,0,11.0,0.030121293800539087
436,L47615,L,297.4,308.3,1493,41.2,43,0,0,0,0,0,0,10.900000000000034,0.027595445411922305
437,L47616,L,297.3,308.3,1504,36.3,45,0,0,0,0,0,0,11.0,0.02413563829787234
438,L47617,L,297.3,308.3,1538,38.5,47,0,0,0,0,0,0,11.0,0.02503250975292588
439,L47618,L,297.4,308.4,1341,52.2,49,0,0,0,0,0,0,11.0,0.038926174496644296
440,M15299,M,297.4,308.3,1535,34.6,51,0,0,0,0,0,0,10.900000000000034,0.022540716612377852
441,L47620,L,297.4,308.5,1389,39.2,54,0,0,0,0,0,0,11.100000000000023,0.028221742260619152
442,H29855,H,297.5,308.5,1393,46.6,56,0,0,0,0,0,0,11.0,0.0334529791816224
443,L47622,L,297.4,308.5,1399,61.5,61,1,0,0,1,0,0,11.100000000000023,0.043959971408148675
444,H29857,H,297.4,308.5,1469,45.1,63,0,0,0,0,0,0,11.100000000000023,0.030701157249829816
445,L47624,L,297.4,308.4,1582,37.2,68,0,0,0,0,0,0,11.0,0.02351453855878635
446,L47625,L,297.5,308.6,1793,26.7,70,0,0,0,0,0,0,11.100000000000023,0.014891243725599553
447,L47626,L,297.5,308.6,1452,39.0,72,0,0,0,0,0,0,11.100000000000023,0.026859504132231406
448,M15307,M,297.6,308.7,1376,59.9,74,0,0,0,0,0,0,11.099999999999966,0.043531976744186046
449,L47628,L,297.5,308.6,1552,44.9,77,0,0,0,0,0,0,11.100000000000023,0.02893041237113402
450,L47629,L,297.6,308.7,1622,37.9,79,0,0,0,0,0,0,11.099999999999966,0.023366214549938348
451,M15310,M,297.6,308.7,1419,41.7,81,0,0,0,0,0,0,11.099999999999966,0.029386892177589854
452,H29865,H,297.5,308.6,1440,46.1,84,0,0,0,0,0,0,11.100000000000023,0.03201388888888889
453,M15312,M,297.4,308.6,1643,31.0,89,0,0,0,0,0,0,11.200000000000045,0.018867924528301886
454,L47633,L,297.4,308.7,1510,36.2,92,0,0,0,0,0,0,11.300000000000011,0.023973509933774836
455,L47634,L,297.4,308.7,1468,46.6,94,0,0,0,0,0,0,11.300000000000011,0.03174386920980927
456,L47635,L,297.4,308.7,1429,57.4,96,0,0,0,0,0,0,11.300000000000011,0.04016794961511547
457,H29870,H,297.3,308.7,1478,47.6,98,0,0,0,0,0,0,11.399999999999977,0.03220568335588633
458,L47637,L,297.4,308.6,1276,53.6,103,0,0,0,0,0,0,11.200000000000045,0.04200626959247649
459,L47638,L,297.3,308.6,1486,42.6,105,0,0,0,0,0,0,11.300000000000011,0.02866756393001346
460,L47639,L,297.4,308.6,1476,42.3,107,0,0,0,0,0,0,11.200000000000045,0.02865853658536585
461,H29874,H,297.3,308.6,1431,42.0,109,0,0,0,0,0,0,11.300000000000011,0.029350104821802937
462,L47641,L,297.4,308.7,1402,40.2,114,0,0,0,0,0,0,11.300000000000011,0.028673323823109845
463,L47642,L,297.4,308.7,1433,43.4,116,0,0,0,0,0,0,11.300000000000011,0.030286113049546405
464,L47643,L,297.4,308.7,2874,4.2,118,1,0,0,1,0,0,11.300000000000011,0.0014613778705636743
465,L47644,L,297.3,308.6,1511,35.7,120,0,0,0,0,0,0,11.300000000000011,0.023626737260092654
466,M15325,M,297.3,308.6,1456,42.9,122,0,0,0,0,0,0,11.300000000000011,0.029464285714285714
467,L47646,L,297.2,308.5,1550,41.5,125,0,0,0,0,0,0,11.300000000000011,0.026774193548387098
468,L47647,L,297.2,308.5,2182,16.5,127,0,0,0,0,0,0,11.300000000000011,0.007561869844179652
469,L47648,L,297.3,308.7,1619,31.6,129,0,0,0,0,0,0,11.399999999999977,0.019518221124150713
470,M15329,M,297.3,308.8,1586,32.7,131,0,0,0,0,0,0,11.5,0.020617906683480455
471,H29884,H,297.3,308.8,1499,44.2,134,0,0,0,0,0,0,11.5,0.029486324216144097
472,H29885,H,297.3,308.8,1419,42.4,139,0,0,0,0,0,0,11.5,0.029880197322057787
473,M15332,M,297.4,309.0,1497,41.8,144,0,0,0,0,0,0,11.600000000000023,0.02792251169004676
474,M15333,M,297.4,309.0,1520,37.0,147,0,0,0,0,0,0,11.600000000000023,0.024342105263157894
475,L47654,L,297.4,309.1,1478,49.8,150,0,0,0,0,0,0,11.700000000000045,0.033694181326116374
476,L47655,L,297.4,309.1,1380,41.1,152,0,0,0,0,0,0,11.700000000000045,0.029782608695652173
477,L47656,L,297.4,309.0,1570,37.9,154,0,0,0,0,0,0,11.600000000000023,0.02414012738853503
478,H29891,H,297.4,309.0,1468,41.4,156,0,0,0,0,0,0,11.600000000000023,0.028201634877384196
479,L47658,L,297.4,309.0,1833,22.6,161,0,0,0,0,0,0,11.600000000000023,0.012329514457174033
480,M15339,M,297.4,308.9,1323,57.3,163,0,0,0,0,0,0,11.5,0.04331065759637188
481,L47660,L,297.4,309.0,1583,32.0,166,0,0,0,0,0,0,11.600000000000023,0.02021478205938092
482,M15341,M,297.3,309.0,1556,39.5,168,0,0,0,0,0,0,11.699999999999989,0.02538560411311054
483,L47662,L,297.3,309.0,1548,37.4,171,0,0,0,0,0,0,11.699999999999989,0.02416020671834625
484,L47663,L,297.4,309.0,1324,56.9,173,0,0,0,0,0,0,11.600000000000023,0.04297583081570997
485,L47664,L,297.4,309.0,1568,33.7,175,0,0,0,0,0,0,11.600000000000023,0.02149234693877551
486,M15345,M,297.4,309.0,1685,30.7,177,0,0,0,0,0,0,11.600000000000023,0.01821958456973294
487,M15346,M,297.4,309.1,1582,35.9,180,0,0,0,0,0,0,11.700000000000045,0.022692793931731983
488,M15347,M,297.4,309.1,1463,35.0,183,0,0,0,0,0,0,11.700000000000045,0.023923444976076555
489,L47668,L,297.4,309.2,1584,42.8,186,0,0,0,0,0,0,11.800000000000011,0.027020202020202017
490,M15349,M,297.5,309.2,1347,55.8,188,0,0,0,0,0,0,11.699999999999989,0.04142538975501114
491,L47670,L,297.4,309.2,1459,37.9,191,0,0,0,0,0,0,11.800000000000011,0.025976696367374912
492,L47671,L,297.4,309.2,1420,45.6,193,0,0,0,0,0,0,11.800000000000011,0.03211267605633803
493,L47672,L,297.5,309.3,1404,43.5,195,0,0,0,0,0,0,11.800000000000011,0.030982905982905984
494,L47673,L,297.5,309.3,1470,38.8,197,0,0,0,0,0,0,11.800000000000011,0.02639455782312925
495,L47674,L,297.6,309.4,1326,49.8,199,0,0,0,0,0,0,11.799999999999955,0.03755656108597285
496,H29909,H,297.5,309.3,1459,49.7,201,0,0,0,0,0,0,11.800000000000011,0.03406442769019877
497,M15356,M,297.5,309.2,1530,40.0,206,0,0,0,0,0,0,11.699999999999989,0.026143790849673203
498,L47677,L,297.4,309.0,1505,39.2,209,0,0,0,0,0,0,11.600000000000023,0.026046511627906978
499,L47678,L,297.5,309.1,1611,30.2,211,0,0,0,0,0,0,11.600000000000023,0.018746120422098077
500,L47679,L,297.5,309.1,1515,35.1,213,0,0,0,0,0,0,11.600000000000023,0.023168316831683168
501,M15360,M,297.5,309.2,1804,27.4,215,0,0,0,0,0,0,11.699999999999989,0.015188470066518847
502,M15361,M,297.6,309.3,1464,46.2,218,0,0,0,0,0,0,11.699999999999989,0.03155737704918033
503,L47682,L,297.6,309.2,1390,43.3,221,0,0,0,0,0,0,11.599999999999966,0.031151079136690647
504,M15363,M,297.6,309.2,1442,48.1,0,0,0,0,0,0,0,11.599999999999966,0.033356449375866855
505,M15364,M,297.6,309.3,1529,41.9,3,0,0,0,0,0,0,11.699999999999989,0.02740353172007848
506,L47685,L,297.6,309.3,1610,35.0,6,0,0,0,0,0,0,11.699999999999989,0.021739130434782608
507,L47686,L,297.6,309.3,1543,34.3,8,0,0,0,0,0,0,11.699999999999989,0.02222942320155541
508,H29921,H,297.8,309.4,1445,48.2,10,0,0,0,0,0,0,11.599999999999966,0.033356401384083044
509,L47688,L,297.7,309.3,1893,24.6,15,0,0,0,0,0,0,11.600000000000023,0.012995245641838352
510,M15369,M,297.6,309.3,1415,41.3,17,0,0,0,0,0,0,11.699999999999989,0.02918727915194346
511,L47690,L,297.5,309.3,1564,37.5,20,0,0,0,0,0,0,11.800000000000011,0.0239769820971867
512,L47691,L,297.5,309.3,1479,39.4,22,0,0,0,0,0,0,11.800000000000011,0.026639621365787694
513,L47692,L,297.5,309.2,1426,44.8,24,0,0,0,0,0,0,11.699999999999989,0.031416549789621315
514,L47693,L,297.4,309.2,1428,38.8,26,0,0,0,0,0,0,11.800000000000011,0.027170868347338933
515,L47694,L,297.4,309.2,1620,33.2,28,0,0,0,0,0,0,11.800000000000011,0.02049382716049383
